Label,prompt
Potheads Against Sanity,"If you smoke too much pot, you are likely to _______."
The Game Without Decency,"If you think ______ is sexy now, wait until you see what they do with ______."
Cads Against Adulting,"If you think your life is hard, I was just ______."
Humanity Hates the Holidays "Love" Edition,"If you thought American Pie was bad, you should have seen what I did with _______."
Disgruntled Decks: Army Edition,"If you thought veggie omelet was bad, just wait until you try the newest MRE flavor. It tastes like ______!"
Crabs Adjust Humidity: Volume 4,"If you wanna be my lover, you gotta get with ______."
Crabs Adjust Humidity: Volume 1,"If you want a picture of the future, imagine a boot stamping on ______--forever."
Rotten Apples: The Tasteless Adult Party Game,"If you want someone to leave you alone, just tell them about ______."
The Game Without Decency,"If you want to marry ______, think about planning a proposal built around ______."
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"If you were the Grand Mufti of Saudia Arabia, who or what would you issue a fatwa against?"
Potheads Against Sanity,"If you wish upon a star, you are likely to then ______."
Carps & Angsty Manatee - Texas Edition,"If you're going to play in Texas, you gotta have ______ in the band."
Clones Attack Hilarity #2,"If you're not supposed to eat _____, why does it taste so good?"
Rotten Apples: The Tasteless Adult Party Game,If you've got ______ flaunt it.
Disgruntled Decks: Navy Edition,"If your LCPO was captured by ISIS, they would torture him until he divulged info about ______."
Dick,Ill-advised Halloween costume concept:
Clams Attempt Harmonica, Volume 1,Imagine our shock when we walked in on our son live streaming _____ to the world.  He is SO grounded.
The Game Without Decency,Imagine the surprise when future generations open the time capsule and find _______!
Not Parent Approved Expansion Pack #2,Imagine what the world would be without ______.
Personally Incorrect,In "Insert Name's" memoirs he/she is going to reveal the biggest secret about ______.
CAH Base Set,"In 1,000 years, when paper money is a distant memory, how will we pay for goods and services?"
Cards Against/For South Africa,"In 1,000 years, when paper money is but a distant memory, ___ will be our new currency."
CAH Base Set,"In 1,000 years, when paper money is but a distant memory, ______ will be our currency."
Trumped UpCards: The World's Biggest Deck*,"In 1973, Trump sued the government to protect his right to not rent apartements to ______."
Trumped UpCards: The World's Biggest Deck*,"In 2007, Trump started selling premium boxed meat. Customers said it tasted like ______."
Trump Bug Out Bag/Post-Trump Pack,"In 2019, Donald Trump eliminated our national parks to make room for ______."
Humanity Hates Trump: Base Set,In 2020 Donald Trump will finally declare war on __________.
Hilarious!,"In a 1000 years, when paper money is all but extinct, our new currency will be ___."
Cads About Matrimony,"In a committed adult relationship, ____________ goes a long way."
Cads About Matrimony Poly Pack,"In a committed adult relationship, ____________ goes a long way."
WTF Did You Say?!?,In a fight to the death against ______ I would use ______.
Crabs Adjust Humidity: Volume 4,"In a groundbreaking experiment, ______ has given birth to ______."
Cads About Matrimony,"In a marriage, whatever the question is, the answer is always __________."
Cads About Matrimony Poly Pack,"In a marriage, whatever the question is, the answer is always __________."
Crabs Adjust Humidity: Volume 1,"In a move that has Hollywood insiders baffled, the producers of American Idol have decided to replace host Ryan Seacrest with ______."
Crabs Adjust Humidity: Volume 4,"In a new novel by Nicholas Sparks, a young girl tragically falls in love with ______."
CAH: First Expansion,"In a pinch, ______ can be a suitable substitute for ______."
CAH: Red Box Expansion,"In a pinch, ______ can be a suitable substitute for ______."
That's What She Said Game,"in a public restroom, someone in the stall next to you grunts ______"
Cats Abiding Horribly: Episode I - The Dirty Goblin,In a riveting speech Ghandi convinced his followers of the virtues of ______.
Cats Abiding Horribly: Episode I - The Dirty Goblin,"In a riveting speech, Gandhi convinced his followers of the virtues of ______."
Cads Against Adulting,"In a shocking new report, 80% of people under 40 now believe in ______."
Disgruntled Decks: Army Edition,"In a shocking turn of events, AR 670-1 now authorizes Soldiers to wear ______ while on duty."
Skewered And Roasted,"In a threesome, I can always be counted on for ________."
Hilarious!,"In a world corrupted by ___, our only solace is ___."
CAH Base Set,In a world ravaged by ______ our only solace is ______.
CAH Base Set,"In a world ravaged by ______, our only solace is ______."
Cards Against/For South Africa,"In a world ravaged by ___, our only solace is ___."
Humanity Hates Trump: Expansion Pack 1,"In addition to Black History month, Donald Trump has created _________ history month."
Clones Attack Hilarity #1,"In addition to breakfast, McDonalds now serves ______ all day."
Disgruntled Decks: Navy Edition,"In addition to ladyboys, it's best to watch out for ______ while in Thailand."
Cads About Matrimony Poly Pack,"In an argument, never begin a sentence with ________."
Cads About Matrimony: Expansion 1,"In an argument, never begin a sentence with ________."
Disgruntled Decks: Air Force Edition,"In an attempt to appeal to Air Force dependents, Sesame Street has created 'Big Blue,' a character who teaches the other muppets about ______."
CAH Base Set,"In an attempt to reach a wider audience, the National Museum of Australia has opened an interactive exhibit on ______."
CAH: Canadian Conversion Kit,"In an attempt to reach a wider audience, the Royal Ontario Museum has opened an interactive exhibit on ______."
CAH Base Set,"In an attempt to reach a wider audience, the Smithsonian Museum of Natural History has opened an interactive exhibit on ______."
Science Pack,"In an attempt to recreate conditions just after the Big Bang, physicists at the LHC are observing collisions between ______ and ______."
Humanity Hates Trump: Base Set,"In an effort to fight poverty in America, Trump bans _________ for U.S. citizens."
Words Against Morality: Volume 4,"In an exclusive CNN interview, the Pope revealed his new hobby: ______."
The Game Without Decency,"In an incredible plot twist, ______ was the murderer and it was done with _______."
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"In ancient Sparta, boys became men only after killing and eating ______."
Disgruntled Decks: Marine Corps/Jarhead Edition,"In Arabic, OORAH translates to ______."
CAH Base Set,"In Australia, ______ is twice as big and twice as deadly."
CAH Base Set,"In Belmarsh Prison, word is you can trade 200 cigarettes for ______."
Absurd Box Expansion,In bookstores now: "From ______ to ______: A memoir."
Reject Pack 2,"In bourgeois society, capital is independent and has individuality, while the living person is ______."
Kiwis Against Morality,"In breaking news: they've finally entered Pike River mine, just to find ______."
Kiwis Versus Morality,"In Breaking News: they've finaly entered Pike River Mine, just to find ______."
Personally Incorrect - Expansion [Red Box],In chemistry lab today "Insert Name" learned how to make explosives by/with ______.
Kids Create Absurdity,"In class today, we learned how to say ______ in Spanish."
That's What She Said Game,"in downward dog, my yoga instructor walked up behind me and said ______"
Disgruntled Decks: Coast Guard/Coastie Edition,"In exchange for safe passage, Colombian drug cartels are now bribing Seaman with _______."
Kiwis Versus Morality,"In Footrot Flats, if you look inside the bitch's box, you'll find ______"
Skewered And Roasted,"In grade school, I excelled at ________."
CAH Base Set,"In her latest feature-length film, Tracy Beaker struggles with ______ for the first time."
CAH: UK Conversion Kit,"In her latest feature-length film, Tracy Beaker struggles with ___________ for the first time."
Dirty Nasty Filthy,"In high school, I was popular with the football team for ____."
Potheads Against Sanity,"In high school, I was voted the most likely to ______."
Dirty Nasty Filthy,"In high school, this girl tweeted about me, that I ____(ed)!"
Cards for the Masses,In hindsight having ______ at a child's birthday party was a bad idea.
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,"In hindsight, ______ was probably ill-advised."
Guards Against Insanity, Edition 5,"In hindsight, it seems obvious that ______ was never going to cure ______."
CAH: Blue Box Expansion,"In his farewell address, George Washington famously warned Americans about the dangers of ______."
CAH: Fifth Expansion,"In his farewell address, George Washington famously warned Americans about the dangers of ______."
Crabs Adjust Humidity: Volume 4,"In his final interview, Robin Williams discussed his private battle with ______."
2016 Election Game ,"In his first 100 days in office, Bernie would tackle the threat of _________."
Carps & Angsty Manatee - Volume 2,"In his latest philanthropic effort, Bill Gates plans to donate billions of dollars to support ______."
Pigs Against Profanity: Volume 1,In his most astonishing magic trick yet Dynamo is now able to control ____ with ____
CAH: Blue Box Expansion,"In his new action comedy, Jackie Chan must fend off ninjas while also dealing with ______."
CAH: Fifth Expansion,"In his new action comedy, Jackie Chan must fend off ninjas while also dealing with ______."
Crabs Adjust Humidity: Volume 6,"In his new book, author David Sedaris details his life-long love affair with ______."
Hilarious!,"In his new comedy, Casper de Vries is ___ trapped in the body of ___."
Cards Against/For South Africa,"In his new comedy, Casper de Vries us ___ trapped in the body of ___."
CAH Base Set,"In his new self-produced album, Kanye West raps over the sounds of ______."
CAH: First Expansion,"In his new self-produced album, Kanye West raps over the sounds of ______."
CAH: Red Box Expansion,"In his new self-produced album, Kanye West raps over the sounds of ______."
CAH Base Set,"In his new summer comedy, Rob Schneider is ______ trapped in the body of ______."
CAH : Second Expansion,"In his newest and most difficult stunt, David Blaine must escape from ______."
CAH: Red Box Expansion,"In his newest and most difficult stunt, David Blaine must escape from ______."
Carps & Angsty Manatee - Volume 1,"In his next movie, Rob Schneider is ______."
The Catholic Card Game: Base Deck,"In his youth, St. Augustine struggled with ______."
CAH: First Expansion,"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated ______."
CAH: Red Box Expansion,"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated ______."
Cards Against/For South Africa,"In its new tourism campaign, Soweto proudly proclaims that it has finally eliminated ___."
Hilarious!,"In its new tourism campaign, Soweto proudly proclaims that it has finally eliminated ___."
Disgruntled Decks: Marine Corps/Jarhead Edition,"In J.K. Rowling's new novel, Harry Potter and the Cursed Corps, Harry uses ______ in his fight against the dark forces of ______."
Skewered And Roasted,"In junior high, my favorite teacher taught me about ________."
The Game Without Decency,"In Kentucky, it is illegal to keep ______ in your underwear, unless you are ______."
Hilarious!,In KZN there are whisperings that Nkandla has a secret room devoted to ___.
Cards Against/For South Africa,"In KZN, there are whisperings that Nkandla has a secret room devoted to ___."
CAH Base Set,"In L.A. County Jail, word is you can trade 200 cigarettes for ______."
Science Pack,"In line with our predictions, we find a robust correlation between ______ and ______ (p<.05)."
CAH Base Set,"In M. Night Shyamalan's new movie, Bruce Willis discovers that ______ had really been ______ all along."
CAH Base Set,"In Michael Jackson's final moments, he thought about ______."
Cards Against/For South Africa,"In Michael Jackson's final moments, he thought about ___."
Hilarious!,"In Michael Jackson's final moments, he thought about ___."
Dirty Nasty Filthy,"In middle school, the biggest rumor about me was ____."
Cakes Athirst Hilarity Volume 4,"In my day, ______ only cost a nickel."
Not Parent Approved,In my dream there were zombies _________.
The Catholic Card Game: Five Deck Expansion Pack,"In my dreams, I am ______."
Dirty Nasty Filthy,In my highly-anticipated sex-tape; ____ hits the fan when I ____.
Cards Against Profanity,"In my last will and tetament, I will leave all my money to _______."
Rotten Apples: The Tasteless Adult Party Game,"In my life, there's always room for more ______."
Conspiracy Theory,In my nightmares I'm being chased by ______.
Crabs Adjust Humidity: Volume 1,"In my opinion, ______ is grounds for justifiable homicide."
Rotten Apples: The Tasteless Adult Party Game,"In my school, my unofficial major was ______."
WTF Did You Say?!?,In my will I'm leaving my children ______.
Crabs Adjust Humidity: Volume 6,"In order to stop my family from talking politics, I distract them with ______."
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,"In order to win more voters, Hillary Clinton will now support _________."
Disgruntled Decks: Marine Corps/Jarhead Edition,"In Pixar's new movie, Fuck Your Feelings, a lovable infantry platoon harnesses the power of ______ to explodinate terrorist faces."
Disgruntled Decks: Army Edition,"In place of corective training, what are leaders now encouraged to use as punishment?"
Cakes Athirst Hilarity Volume 3,"In Poland, the #1 cause of infant mortality is ______."
Skewered And Roasted,"In preschool, I made finger paintings of ________."
Cards Against/For South Africa,"In Pretoria Central Prison, word is you can trade 200 cigarettes for ___."
Hilarious!,"In Pretoria Central Prison,word goes around that you can trade 2000 cigarettes for ___."
Personally Incorrect - Expansion [Red Box],In psychology "Insert Name" learned that basic human needs include ______.
Absurd Box Expansion,"In Radiohead's new single, Thom Yorke repeats the phrase '______' dozens of times over a skittering drum beat."
CAH: Blue Box Expansion,"In return for my soul, the Devil promised me ______, but all I got was ______."
CAH: Fourth Expansion,"In return for my soul, the Devil promised me ______, but all I got was ______."
CAH Base Set,"In Rome, there are whisperings that the Vatican has a secret room devoted to ______."
CAH: First Expansion,"In Rome, there are whisperings that the Vatican has a secret room devoted to ______."
CAH: Red Box Expansion,"In Rome, there are whisperings that the Vatican has a secret room devoted to ______."
Rotten Apples: The Tasteless Adult Party Game,"In some cultures, ______ is considered a good omen."
Not Parent Approved,"In some families, _________ is a bad word!"
Cards and Punishment Vol. One,"In space, no one can hear ______."
Skewered And Roasted,"In terms of career development, I'm most focused on ________."
CAH: Green Box Expansion,"In the 1950s, psychologists prescribed ______ as a cure for homosexually."
CAH: Blue Box Expansion,"In the beginning, there was ______. And the Lord said, 'Let there be ______.'"
CAH: Fourth Expansion,"In the beginning, there was ______. And the Lord said, 'Let there be ______.'"
Cards Against/For South Africa,"In the category ___, the first prize is awarded to ___."
Hilarious!,"In the category ___, the first prize is awarded to ___."
That's What She Said Game,"in the cave, Batman turned to Robin and said ______"
Crabs Adjust Humidity: Volume 7,"In the days before her death, Maya Angelou wrote a moving essay about _______."
That's What She Said Game,in the delivery room the doctor examined ______
Cards Against/For South Africa,"In the distan future, historians will agree that ___ marked the beginning of South Africa's decline"
Hilarious!,"In the distand future, historians will agree that ___ marked the beginning of South Africa's decline."
CAH: First Expansion,"In the distant future, historians will agree that ______ marked the beginning of America's decline."
PAX East 2013 Promo Pack B,"In the final round of this year's Omegathon, Omeganauts must face off in a game of ______."
Kiwis Versus Morality,"In the follow up to his #1 Best Seller 'Own Your Future,' David Seymour has teased ______, a documentary series focused on _______."
Kiwis Against Morality,"In the follow up to his #1 Best Seller 'Own Your Future', David Seymour has teased _______, a documentary series focused on ______."
The Game Without Decency,"In the future, ______will be used as currency."
Clones Attack Hilarity #2,"In the future, the government will send someone back in time to warn us about _____."
Cards and Punishment Vol. Two,"In the future, we will refer to this year as “The Year of ______.”"
Charlie Foxtrot,"In the gas chamber, it feels like _________."
Cards for the Masses,In the grim darkness of the far future there is only ______.
Bards Dispense Profanity,"In the land of the blind, the one-eyed man is _______."
Personally Incorrect - Expansion 2 [Yellow Box],In the last election "Insert Name" voted for the only woman candidate because of her love for ______.
Trumped UpCards: The World's Biggest Deck*,"In the last year, CNN has aired thousands of Trump stories. But not once has it mentioned his ______."
Trumped UpCards: The World's Biggest Deck*,"In the late 1990s, Trump tried to court his 'dream lady,' Lady Diana, by bombarding her with ______."
Carps & Angsty Manatee - Volume 1,"In the latest multi-level marketing scheme sweeping the nation, women are throwing parties to sell ______."
Cards Against/For South Africa,"In the latest politcal news, the Public Protector reveals that ___ has really been ___ all along."
Hilarious!,"In the latest political news, the Public Protector reveals that ___ had really been ___ all along."
That's What She Said Game - First Expansion,"in the morgue, the detective turned to his partner and chuckled ______"
The Catholic Card Game: Five Deck Expansion Pack,"In the name of ______, I command you to stop ______."
CAH Base Set,"In the new Disney Channel Original Movie, Hannah Montana struggles with ______ for the first time."
PAX Prime 2013,"In the new DLC for Mass Effect, Shepard must save the galaxy from ______."
Disgruntled Decks: Marine Corps/Jarhead Edition,"In the new episode of Pimp My Barracks, a few lucky Marines find themselves with a room full of ______."
Hilarious!,"In the new Leon Schuster movie, Abdul Raashbanja pranks ___ for the first time."
Cards Against/For South Africa,"in the new Leon Schuster movie, Abdul Rajhbanja pranks ___ for the first time"
Clams Attempt Harmonica, Volume 1,"In the newest film from Taika Waititi, _____ finds _____ in the woods and long story short, results in _____."
Disgruntled Decks: Army Edition,"In the newest Tom Hanks war porn, an infantry platoon must overcome ______ to accomplish their mission."
Kiwis Versus Morality,"In the news story of the year, Whittaker's have announced their latest collaboration with ______, a new ______ flavoured chocolate."
Carps & Angsty Manatee - Volume 2,"In the next election, voters must choose between ______ and ______."
Carps & Angsty Manatee - Volume 1,"In the next episode, Ms. Frizzle and her class explore ______ in the Magic School Bus."
Cats Abiding Horribly: Episode I - The Dirty Goblin,In the next Marvel movie we will witness ______ take on ______ for world domination.
Voter's Choice: The Fourth Expansion,"In the original Star Trek, Captain Kirk's chair was the perfect level so he could spin around and see Uhura's ______,"
That's What She Said Game - First Expansion,"in the produce section, an old man picked up an avocado, squeezed it and whispered ______"
CAH Base Set,"In the seventh circle of Hell, sinners must endure ______ for all eternity."
CAH: Red Box Expansion,"In the seventh circle of Hell, sinners must endure ______ for all eternity."
CAH: Third Expansion,"In the seventh circle of Hell, sinners must endure ______ for all eternity."
Pigs Against Profanity: Volume 1,In the UK it's now socially acceptable to have ____ in public
Disgruntled Decks: Air Force Edition,"In the United States Air Force, we fight in Air, Space, and ______."
Evil Apples,"In the year 2069, you can get ______ any time, any where."
Voter's Choice: The Third Expansion,In the year book I was voted most likely to ______.
Crabs Adjust Humidity: Volume 6,"In the years ahead, pundits will debate the impact of the ______-gate scandal on Obama's legacy."
Cards Against/For South Africa,"In their new self-produced album, Die Antwoord raps over the sounds of ___."
Hilarious!,"In thier new self-produced album, Die Antwoord raps over the sounds of ___."
Trumped UpCards: Many Sides  Expansion Pack,"In this Administration, there's no official White House pet. For unconditional love, Trump nuzzles ______."
Cads Against Adulting,"In this essay, I will be ______."
CAH: College Pack,"In this paper, I will explore ______ from a feminist perspective."
Cats Abiding Horribly: Episode II - A New Low,"In this very special episode of Dora the Explorer, Dora and Boots discover first-hand what it is like to be ______."
Kiwis Versus Morality,In this week's My Food Bag I found ______.
Crabs Adjust Humidity: Volume 6,"In today's news conference, Donald Trump made headlines when he denounced ______."
Cards About Toronto,"In Toronto, the phrase 'Going to City Hall' is actually slang for ______"
Humanity Hates Trump: Expansion Pack 1,In Trump tower you'll find 60 stories of _________(s) and __________(s).
Trumped UpCards: Many Sides  Expansion Pack,"In Trump's America, the only acceptable form of dissent is ______."
Trumped UpCards: The World's Biggest Deck*,"In Trump's opinion, free speech is warranted only in cases of ______."
Trumped UpCards: The World's Biggest Deck*,"In Trump's opinion, the NFL should have more head-on-head collisions and ______."
Crabs Adjust Humidity: Volume 3,"In Valhalla, it is said that all brave warriors are given ______."
Words Against Morality: Volume 2,"In war, there is no substitute for ______."
Crabs Adjust Humidity: Volume 6,"In what some are calling an act of desperation, the conservative billionaire Koch brothers are funding ______."
Science Pack,"In what's being hailed as a major breakthrough, scientists have synthesized ______ in the lab."
CAH: UK Conversion Kit,"In Wormwood Scrubs, word is you can trade 200 cigarettes for ___________."
CAH Base Set,"In Wormwood Scrubs, word is you can trade 200 cigarettes for ______."
Carbs of the Huge Manatee: General Expansion 1,"In your Best-Man speech, I'd talk about when we found ourselves ______."
WTF Did You Say?!?,Inappropriate names for video games.
Knitters Against Swatches Second Edition,Indie-dyed yarns can have some crazy color names. Last week I bought a colorway called ______.
Disgruntled Decks: Marine Corps/Jarhead Edition,Infantry platoon - rational decisions making abilities = ______.
Depravity,Informing the Police Officer that ____ is the reason you are speeding.
That's What She Said Game - Second Expansion,Instagram caption for a picture of your breakfast sausages
Kids Create Absurdity,Instant oatmeal. Just add ______.
Disgruntled Decks: Navy Edition,Instead of "Hooyah!" the new Navy catch phrase should be "______!"
Cads About Matrimony,"Instead of a garter toss, try ____________."
Cads About Matrimony Poly Pack,"Instead of a garter toss, try ____________."
Bad Campaign, The Presidential Party Game!,"Instead of a turkey, I think I will pardon _________ on Thanksgiving."
CAH Base Set,"Instead of coal, Father Christmas now gives the bad children ______."
CAH Base Set,"Instead of coal, Santa now gives the bad children ______."
Cards Against/For South Africa,"Instead of coal, Santa now gives the bad children ___."
The Game Without Decency,"Instead of electricity, my new hybrid car runs by converting ______ into ______."
Skewered And Roasted,"Instead of going out, I'm secretly posting reviews of ________."
The Game Without Decency,"Instead of paper, modern couples are using ______ as the first wedding anniversary gift."
Weed Pack,"Instead of playing a card this round, everyone must stare the Card Czar while making a sound you'd make after tasting something delicious."
Voter's Choice: The Fourth Expansion,"Instead of rings, Sonic now collects ______."
Humanity Hates the Holidays "Love" Edition,"Instead of roses, he gave me _______."
2016 Election Game ,"Instead of taking people's guns, let's focus on _________."
Dirty Nasty Filthy,Instead of the bedroom let's have sex in (a/an) ____.
Cads Against Adulting,"Instead of trusting my inner voice, I think I'll just trust ______."
Kids Create Absurdity,"Instead of turkey this year, my family is going to eat ______ for Thanksgiving."
Disgruntled Decks: Marine Corps/Jarhead Edition,"Instead of using wax to buff the deck, the E-5 and below are forced to use ______."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"Instead of waterboarding Guantanamo Bay prisoners now have to endure ______, sometimes for hours on end."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"Instead of waterboarding, Guantanamo Bay prisoners now have to endure ______, sometimes for hours on end."
Crabs Adjust Humidity: Volume 5,Instructions unclear: dick stuck in ______.
Crazy & Horrible Rabbit - Vol. 1,Instructions unclear: dick stuck in _____.
Disgruntled Decks: Marine Corps/Jarhead Edition,Interrogators are now using ______ and ______ as their new go-to torture methods.
Words Against Morality: Volume 4,Introducing powdered ______! Simply add water to activate.
CAH Base Set,Introducing the amazing superhero/sidekick duo! It's ______ and ______!
CAH Base Set,"Introducing X-Treme Baseball! It's like baseball, but with ______!"
Pigs Against Profanity: Volume 3,Introducing...________ the new childrens book by David Walliams.
2016 Election Game ,Investing in _________ was a total waste of money.
Depravity,Inviting the new neighbours around to enjoy ____.
Disgruntled Decks: Air Force Edition,Iran's new "state of the art" drone is basically a hang gliding Roomba® that uses ______ as its main weapon system.
Cards for the Masses,Is ______ an instrument?
WTF Did You Say?!?,Is ______ the illegitimate love child of Seth Rogen and James Franco?
The Game Without Decency,Is it any wonder that people started googling ______ and ______?
Guards Against Insanity, Edition 5,Is it OK that I sometimes fantasize about ______?
The Game Without Decency,Is it really art? A sculpture of ______ made from ______!
Evil Apples,"Is that ______ in your pants, or are you just happy to see me?"
Not Parent Approved,Is that _________ stuck in your braces?
Carbs of the Huge Manatee: General Expansion 3,"Is this a dagger I see before me? No, it's _______________."
Disgruntled Decks: Navy Edition,ISIS is now demanding ______ in exchange for hostages.
WTF Did You Say?!?,Isn't it about time we legalized ______.
The Game Without Decency,"Isn't the famous saying, 'Speak softly but carry a big ______'?"
Guards Against Insanity, Edition 4,"It costs how much for an abortion? I'm sorry, but we're going to have to use the ______ method instead."
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,It depends on what the meaning of the word(s) _________ is/are.
The Worst Card Game: 2016 National Edition,It didn't take long before ______ replaed Harriet Tubman on the $20 bill.
Cards Against Profanity,It is a truth universally acknowledged that ______ brings happiness.
Potheads Against Sanity,It is bad luck to ______ before rolling a joint.
Potheads Against Sanity,It is bad luck to ______ on St. Patrick's Day.
Potheads Against Sanity,"It is better to have tried and failed, then to ______."
Pigs Against Profanity: Volume 2,it is claimed Avicci`s death was caused by ________
Skewered And Roasted,It is my belief that ________ would improve racial relations worldwide.
Voter's Choice: The Fourth Expansion,It is not widely known that most microbreweries also make ______.
Crabs Adjust Humidity: Volume 7,It is pitch black.  You are likely to be eaten by ______.
Cards for the Masses,It is said that the Inuit have 40 different words for ______.
CAH: Blue Box Expansion,"It lurks in the night. It hungers for flesh. This summer, no one is safe from ______."
CAH: Fourth Expansion,"It lurks in the night. It hungers for flesh. This summer, no one is safe from ______."
Cakes Athirst Hilarity Volume 2,It makes me sad to think about?
Cocks Abreast Hostility: Cock Pack One: Just The Tip,"It may be totally unconventional and shunned by society in general, but when you come right down to it, ______ is the best purchase I've ever made."
Disgruntled Decks: Army Edition,"It may have taken 11 years to process the paperwork, but you were finally awarded the Medal of Honor for ______."
The Game Without Decency,"It may not be much, but we’ll always have ______."
Clones Attack Hilarity #1,"It might be the bath salts talking, but I love ______."
Rotten Apples: The Tasteless Adult Party Game,"It might look like ______, but it's actually ______."
Disgruntled Decks: Air Force Edition,"It never fails! You just want to nap at the USO, but ______ always gets in the way."
Pigs Against Profanity: Volume 2,It probably wasn`t the best idea to get caught _______ on the first day in my new job
Cards and Punishment Vol. One,It rubs ______ on its skin or else it gets ______ again.
Carbs of the Huge Manatee: General Expansion 2,It rubs the _______________ on its skin or else it gets the _______________ again.
Crows Adopt Vulgarity, Vol. 3,It should be a goal of the human race to ensure that ______ never happens.
Guards Against Insanity, Edition 1,It takes both _____ and _____ to snatch victory from the jaws of defeat.
Crabs Adjust Humidity: Volume 1,"It took seven years in a remote Tibetan monastery, but I finally learned the art of ______."
Mass Effect Pack,It turns out the Reapers didn't want to destroy the galaxy. They just wanted ______.
The Game Without Decency,It was ______ in the library with the ______.
KinderPerfect: More Expansion Pack,It was all fun and games until ______.
Crows Adopt Vulgarity, Vol. 4,It was bound to happen. ______ has taken over the world.
Crows Adopt Vulgarity, Vol. 2,"It was Colonel Mustard, in the study, with ______."
Disgruntled Decks: Air Force Edition,It was the craziest thing I've ever seen. I once saw a dependa kill a man with ______.
Carbs of the Huge Manatee: General Expansion 3,"It's 106 miles to Chicago, we got a full tank of gas, _______________, it's dark… and we're wearing sunglasses."
Vote For Trump Pack,It's 3AM.  The red phone rings.  It's ______.  Who do you want answering?
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"It's a bird! It's a plane! No, it's ______!"
Kids Against Maturity,It's a bird! It's a plane! No it's ______!
Cards for the Masses,It's a fine line between pleasure and ______.
Not Parent Approved Expansion Pack #1,It's a good thing I am allergic to ______.
Hilarious!,"It's a jungle out there, and that's why i never leave the house without my trusty ___."
Cards Against/For South Africa,It's a pity that kids these days are all getting involved with ___.
Hilarious!,It's a pity that kids these days are all getting involved with ___.
The Worst Card Game: Colorado Edition,"It's a secret, but if you whisper ______ to an illegal Pete's employee, they'll add ______ to your burrito."
Bad Campaign, The Presidential Party Game!,"It's a simple dream, its about _________. It has always been about that."
CAH Base Set,It's a trap!
Kiwis Versus Morality,It's about time we deported ______ to Australia.
Crabs Adjust Humidity: Volume 5,It's all about ______ - no ______.
Crazy & Horrible Rabbit - Vol. 1,It's all about _____-no _____.
Crows Adopt Vulgarity, Vol. 4,It's all fun and games until someone loses ______.
Bards Dispense Profanity,It's always darkest before _______.
Cards for the Masses,It's always fun when ______ are at the pool.
Not Parent Approved,It's annoying that parents are so obsessed with _________.
Pigs Against Profanity: Volume 1,"It's been a long and difficult journey, but I'm now officially recovering from my encounter with ____"
The Game Without Decency,It's been five years but no one in the family will talk about the ______incident.
Seasons Greetings Pack,It's beginning to look a lot like _____.
Cards and Punishment Vol. One,It's dangerous to go alone!  Take ______.
Words Against Morality: Volume 2,It's dangerous to go alone! Take ______.
Cards and Punishment Vol. One,It's dangerous to go alone! Take this.
Absurd Box Expansion,It's finally happening! I'm finally doing it! Yes! It's time for ______!
Not Parent Approved,It's finally summer! Time to start __________.
Charlie Foxtrot,It's hard to stand at parade rest when you're _________.
Absurd Box Expansion,"It's late at night. You're in bed with your lover, Patrick Stewart. He leans over with a twinkle in his eye and asks 'How about ______?'"
Rotten Apples: The Tasteless Adult Party Game,It's like ______ in a round hole.
90s Nostalgia Pack,It's Morphin' Time! Mastodon! Pterodactyl! Triceratops! Sabertooth Tiger! ______!
Evil Apples,"It's my birthday, so my wife said we could try ______ tonight."
Crows Adopt Vulgarity, Vol. 4,It's never a bad time for ______!
Evil Apples,It's not a real bachelor party without ______!
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,It's not cheating if (its/I'm) _________.
Bad Campaign, The Presidential Party Game!,"It's not surprising, the cling to their guns and _________."
Cads Against Adulting,"It's not that I'm so dependent on my phone, it's just that it keeps me distracted from ______."
The Catholic Card Game: Five Deck Expansion Pack,It's not true Catholic church unless it offers ______.
That's What She Said Game - Second Expansion,it's not truly the holidays until my Grandpa shouts ______
Cards for the Masses,It's often argued that our ancestors would have never evolved without the aid of ______.
Carbs of the Huge Manatee - Online Dating Expansion 1,"It's one thing to have their dog stare at you while you're making out, It's another to be stared at while ______."
Babies vs. Parents,It's pretty obvious my kid's first word will be ______.
Kids Create Absurdity,It's raining cats and ______.
Charlie Foxtrot,It's simple: we kill: _________.
2016 Election Game ,It's so easy to hack the CIA. Even _________ can do it.
Personally Incorrect,"It's so sad. Even with ______, 'Insert Name' can't get a date."
Bad Campaign, The Presidential Party Game!,"It's the _________, stupid."
Absurd Box Expansion,It's the 21st century. A woman shouldn't have to apologize for ______.
Disgruntled Decks: Navy Edition,It's the Navy's birthday! What are you doing to celebrate?
Cards Against Profanity,"It's time for me to share my story. I will call it, ______: A Memoir."
